sentence,position,eps,timing
0,10,0.03365234285593033,20.820862
1,13,0.048124998807907104,28.678006
2,4,0.025136718526482582,16.515850
3,12,0.04335937649011612,20.941484
4,7,0.029941406100988388,17.331237
5,11,0.04957031086087227,20.527672
6,3,0.04644531384110451,20.520075
7,6,0.013173827901482582,19.702016
8,3,0.013271484524011612,19.715361
9,2,0.034980468451976776,22.847862
