sentence,position,eps,timing,memory
0,1,0.996874988079071,38.579187,7404723200
0,2,1.0593750476837158,38.423300,7395319296
0,3,1.4362499713897705,38.458643,7464076800
0,4,1.3899999856948853,38.835366,7467908608
0,5,1.3875000476837158,38.900349,7460778496
0,6,1.3899999856948853,38.528368,7467847168
0,7,1.368749976158142,38.996028,7472497152
0,8,1.377500057220459,38.900035,7467990528
0,9,1.3487499952316284,39.119823,7468400128
0,10,1.3612500429153442,38.879739,7478234624
0,11,1.3650000095367432,38.648799,7472599552
0,12,1.3550000190734863,38.270219,7430763008
0,13,1.3562500476837158,39.216022,7469956608
0,14,1.3312499523162842,39.188143,7480077824
0,15,1.1818749904632568,39.168840,7409537536
0,16,1.315000057220459,39.211061,7481225728
0,17,1.3537499904632568,39.158947,7473563136
0,18,1.3287500143051147,39.227677,7472824832
1,1,0.2993749976158142,56.401248,9230475264
1,2,0.30265626311302185,54.279886,9232854528
1,3,0.29484376311302185,57.596007,9223326208
1,4,0.2942187488079071,57.223147,9212978688
1,5,0.30953124165534973,57.910544,9228046848
1,6,0.3023437559604645,57.110033,9219749376
1,7,0.3096874952316284,58.566376,9228876288
1,8,0.2915624976158142,54.766055,9223576064
1,9,0.3046875,56.678869,9228765696
1,10,0.33406248688697815,50.780228,9235969536
1,11,0.29499998688697815,53.693902,9219381760
1,12,0.31468749046325684,57.585385,9235702272
1,13,0.37593749165534973,51.809542,9265998336
1,14,0.3278124928474426,48.776996,9253189120
1,15,0.2893750071525574,55.994600,9219159552
1,16,0.3334375023841858,50.464122,9238370816
1,17,0.3831250071525574,49.949179,9259591168
1,18,0.31734374165534973,59.458861,9229951488
1,19,0.31640625,57.254177,9226640896
1,20,0.2931250035762787,54.752223,9223923200
1,21,0.31546875834465027,57.657638,9231140352
1,22,0.31328123807907104,57.138600,9228983808
1,23,0.3712500035762787,49.034122,9268422144
1,24,0.3140625059604645,57.211664,9246263808
1,25,0.3293749988079071,50.254462,9234430464
2,1,1.118749976158142,15.043523,1473142784
2,2,1.1200000047683716,14.597916,1473595904
2,3,1.1362500190734863,14.658577,1474605568
2,4,1.118749976158142,14.382095,1461737984
2,5,1.1281249523162842,14.418033,1481346560
2,6,1.1356250047683716,14.946950,1459523072
3,1,1.0031249523162842,30.656514,5686447616
3,2,1.4512499570846558,30.409653,5729274880
3,3,1.4562499523162842,30.330455,5725530112
3,4,1.4612499475479126,30.269090,5723492352
3,5,1.466249942779541,30.313620,5727707136
3,6,1.1775000095367432,30.528399,5697072128
3,7,1.4562499523162842,30.349438,5725321216
3,8,1.4574999809265137,30.459902,5725390848
3,9,1.4800000190734863,30.237863,5722691584
3,10,1.4524999856948853,30.547116,5730371584
3,11,1.4487500190734863,30.332072,5727376384
3,12,1.475000023841858,30.454130,5727028224
3,13,1.4474999904632568,30.371280,5730980864
3,14,1.4612499475479126,30.368499,5729047552
3,15,1.4612499475479126,30.330049,5727811584
4,1,1.1168750524520874,20.063460,3383992320
4,2,1.2699999809265137,20.288452,3344443904
4,3,1.4524999856948853,20.128422,3407822336
4,4,1.3674999475479126,19.830037,3387877888
4,7,1.3925000429153442,20.377702,3418236416
4,8,1.4275000095367432,20.236764,3409555968
4,9,1.1956249475479126,19.276395,3376627200
4,10,1.2899999618530273,20.180798,3414425088
5,1,1.5499999523162842,27.691730,5200037888
5,2,1.5512499809265137,27.706154,5199677952
5,3,1.5787500143051147,27.741539,5186056704
5,6,1.5549999475479126,27.701022,5191416320
5,7,1.5850000381469727,27.564340,5190875648
5,8,1.5487500429153442,27.064975,5160354304
5,9,1.5712499618530273,27.585849,5191629312
5,10,1.5575000047683716,27.625518,5194940928
5,11,1.5987499952316284,27.556078,5189712384
5,12,1.5800000429153442,27.573367,5186859520
5,13,1.443750023841858,27.152766,5178876416
5,14,1.591249942779541,27.710767,5190498816
6,3,1.5362499952316284,27.573216,5190268928
6,11,1.3825000524520874,27.512545,5202301440
6,12,1.412500023841858,27.514699,5204612608
6,13,1.371250033378601,27.535309,5206841856
6,14,1.3337500095367432,27.549644,5209316864
7,3,0.8999999761581421,32.701381,6245197824
7,6,0.8974999785423279,32.773091,6246729216
7,7,0.8762500286102295,32.810464,6247577088
7,8,0.8968750238418579,32.677193,6244055552
7,9,0.9075000286102295,32.833224,6246285824
7,10,0.9287499785423279,32.774501,6245235200
7,11,0.8837500214576721,32.874401,6249052672
7,14,0.9012500047683716,32.806198,6245990912
7,15,0.8506249785423279,32.829247,6278076928
7,16,0.8843749761581421,32.827914,6248443392
8,3,0.8999999761581421,32.791454,6245197824
8,6,0.8974999785423279,32.798641,6246729216
8,7,0.8762500286102295,32.917929,6247577088
8,8,0.8968750238418579,32.870636,6244055552
8,9,0.9075000286102295,32.831246,6246285824
8,10,0.9287499785423279,32.853557,6245235200
8,11,0.8837500214576721,32.879596,6249052672
8,14,0.9012500047683716,32.881588,6245990912
8,15,0.8506249785423279,32.881392,6278076928
8,16,0.8843749761581421,32.913243,6248443392
9,1,1.1543749570846558,49.454170,8694920192
9,2,1.215000033378601,49.617869,8694199808
9,3,1.2231249809265137,49.320078,8683221504
9,4,1.287500023841858,49.008352,8771205632
9,5,1.25,49.479481,8672692736
9,6,1.2024999856948853,49.417392,8686814720
9,7,1.2568750381469727,49.035104,8672670208
9,8,1.284999966621399,48.759349,8766044672
9,9,1.2424999475479126,49.112439,8678996480
9,10,1.212499976158142,49.131540,8686310912
9,11,1.2312500476837158,49.101566,8681249280
9,12,1.2468750476837158,49.188671,8675803648
9,13,1.252500057220459,49.227942,8674384384
9,14,1.2231249809265137,49.272663,8683515392
9,15,1.243749976158142,49.176703,8677652992
9,16,1.2443749904632568,49.213789,8676631040
9,17,1.1931250095367432,49.210240,8689969664
9,20,1.2549999952316284,49.294998,8670302720
