sentence,position,eps,timing,memory
0,10,0.25171875953674316,44.576524,4785721856
1,13,0.3318749964237213,54.355939,7345048064
2,4,0.16734375059604645,32.469097,392370176
3,12,0.29109373688697815,40.368125,2906884608
4,7,0.18828125298023224,35.554816,1047024640
5,11,0.34937500953674316,38.763692,2427978240
6,3,0.2839062511920929,38.572387,2421334528
7,6,0.10429687798023224,44.322682,3464462336
8,3,0.10789062827825546,45.086828,3464462336
9,2,0.2473437488079071,50.025766,6455718400
