sentence,position,eps,timing,memory
0,1,0.33375000953674316,22.479445,4946730496
0,2,0.3462499976158142,22.859346,4944983040
0,3,0.35718750953674316,22.410209,4945588224
0,4,0.34593749046325684,22.725757,4945209344
0,5,0.3453125059604645,22.844776,4945167360
0,6,0.34562501311302185,22.882436,4945270784
0,7,0.34687501192092896,22.918134,4945260544
0,8,0.3440625071525574,22.880435,4945332224
0,9,0.34812501072883606,22.586051,4945281024
0,10,0.3425000011920929,22.734539,4945403904
0,11,0.34437501430511475,22.867664,4945373184
0,12,0.34281250834465027,22.860763,4945414144
0,13,0.34593749046325684,22.908205,4945301504
0,14,0.3440625071525574,22.869769,4945321984
0,15,0.34156250953674316,22.788428,4945506304
0,16,0.3503125011920929,22.558250,4945167360
0,17,0.35062500834465027,22.548165,4945126400
0,18,0.3440625071525574,22.526598,4945424384
1,1,0.47312501072883606,32.165387,7556986880
1,2,0.46781250834465027,32.176878,7559085568
1,3,0.47343748807907104,32.142435,7556987392
1,4,0.46968749165534973,32.167149,7557725184
1,5,0.4637500047683716,32.151752,7559122432
1,6,0.46937501430511475,32.154572,7557752832
1,7,0.45625001192092896,32.162993,7561183744
1,8,0.47187501192092896,32.207237,7557103104
1,9,0.46312499046325684,32.144708,7559191552
1,10,0.4703125059604645,32.119478,7557628416
1,11,0.4662500023841858,32.175514,7559085568
1,12,0.4724999964237213,32.149420,7556987392
1,13,0.46781250834465027,32.131487,7559085568
1,14,0.47187501192092896,32.151449,7557103104
1,15,0.47062501311302185,32.139737,7557504000
1,16,0.47093749046325684,32.143822,7557338112
1,17,0.4728125035762787,32.176920,7556987392
1,18,0.4596875011920929,32.200399,7560035840
1,19,0.46937501430511475,32.200502,7557656064
1,20,0.4703125059604645,32.203274,7557462528
1,21,0.46937501430511475,32.194993,7557614592
1,22,0.4593749940395355,32.229304,7560008192
1,23,0.4793750047683716,32.174122,7555291136
1,24,0.4671874940395355,32.223032,7559085568
1,25,0.4715625047683716,32.161556,7557310464
2,1,0.26468750834465027,11.807344,320317440
2,2,0.2681249976158142,11.836446,320167424
2,3,0.2668749988079071,11.822561,320253440
2,4,0.2654687464237213,11.829245,320167424
2,5,0.25859373807907104,11.838759,320826880
2,6,0.265625,11.814578,320231936
3,1,0.4153124988079071,18.555374,3018146816
3,2,0.4325000047683716,18.411339,3016248832
3,3,0.43031251430511475,18.419616,3016553472
3,4,0.4293749928474426,18.416095,3016596992
3,5,0.4309374988079071,18.433777,3016579584
3,6,0.41062501072883606,18.557716,3018313728
3,7,0.42625001072883606,18.418774,3016919040
3,8,0.4271875023841858,18.430399,3016858112
3,9,0.4468750059604645,18.366306,3015999488
3,10,0.42500001192092896,18.393942,3016927744
3,11,0.4246875047683716,18.414377,3016979968
3,12,0.4284375011920929,18.432433,3016788480
3,13,0.4284375011920929,18.410099,3016797184
3,14,0.4271875023841858,18.408288,3016814592
3,15,0.4281249940395355,18.419067,3016849408
4,1,0.27781251072883606,13.956184,774306816
4,2,0.2735937535762787,13.957026,773862400
4,3,0.28718748688697815,13.959854,775565312
4,4,0.2720312476158142,13.951844,773848064
4,7,0.26656249165534973,13.941965,775355904
4,8,0.26890623569488525,13.934161,775705088
4,9,0.26468750834465027,13.943510,780630016
4,10,0.2692187428474426,13.929140,774307328
5,1,0.5328124761581421,16.914368,2252712448
5,2,0.5293750166893005,16.867060,2264592384
5,3,0.5309374928474426,16.810154,2264571904
5,6,0.5212500095367432,16.853905,2285900800
5,7,0.5278124809265137,16.834333,2269339648
5,8,0.5081250071525574,16.858175,2327292928
5,9,0.528124988079071,16.901777,2260996096
5,10,0.5149999856948853,16.833869,2303383552
5,11,0.5299999713897705,16.931601,2252753920
5,12,0.5340625047683716,16.936680,2236024832
5,13,0.5153124928474426,16.887494,2300433408
5,14,0.526562511920929,16.913143,2269237248
6,3,0.3675000071525574,16.993993,2443271680
6,11,0.36531248688697815,16.984917,2446163968
6,12,0.37031251192092896,17.048877,2442268672
6,13,0.37281250953674316,17.062243,2446061568
6,14,0.3646875023841858,16.979356,2446307328
7,3,0.11640624701976776,23.010395,3590891520
7,6,0.11609374731779099,23.038598,3590993408
7,7,0.11578124761581421,23.026882,3592050176
7,8,0.11625000089406967,23.026992,3592049152
7,9,0.11695312708616257,23.014772,3592050176
7,10,0.11695312708616257,23.042063,3592049152
7,11,0.11695312708616257,23.023718,3592050176
7,14,0.11695312708616257,23.032406,3592049152
7,15,0.11578124761581421,23.032822,3592050176
7,16,0.11671874672174454,23.013135,3592050176
8,1,0.006723633036017418,21.114399,1462486016
8,2,0.006591796875,21.078473,1462601728
8,3,0.0065771485678851604,21.046372,1462253568
8,4,0.0064501953311264515,21.106533,1462601728
8,5,0.0064550782553851604,21.094129,1462486528
8,6,0.0064843748696148396,21.107898,1462601728
8,7,0.006547851487994194,21.014945,1463648768
8,12,0.006440429482609034,21.222300,1462718976
9,3,0.11640624701976776,23.018150,3590891520
9,6,0.11609374731779099,23.019046,3590993408
9,7,0.11578124761581421,23.022004,3592050176
9,8,0.11625000089406967,23.017386,3592049152
9,9,0.11695312708616257,23.029784,3592050176
9,10,0.11695312708616257,23.044890,3592049152
9,11,0.11695312708616257,23.029202,3592050176
9,14,0.11695312708616257,23.023430,3592049152
9,15,0.11578124761581421,23.022778,3592050176
9,16,0.11671874672174454,23.025670,3592050176
