sentence,position,eps,timing,memory
0,1,0.021406250074505806,51.004086,5000497664
0,2,0.022148437798023224,50.989403,5000498176
0,3,0.024238280951976776,51.020795,5000498176
0,4,0.022226562723517418,51.278096,5000498176
0,5,0.022128906100988388,51.305486,5000498176
0,6,0.022148437798023224,51.193994,5000498176
0,7,0.022714843973517418,51.042527,5000498176
0,8,0.02216796949505806,51.106505,5000498176
0,9,0.02314453199505806,51.211637,5000498176
0,10,0.02201171964406967,51.240259,5000498176
0,11,0.022148437798023224,50.992118,5000498176
0,12,0.021992187947034836,51.026000,5000498176
0,13,0.022285155951976776,50.998219,5000498176
0,14,0.02216796949505806,51.062093,5000498176
0,15,0.021855467930436134,51.072808,5000498176
0,16,0.022871093824505806,51.129253,5000498176
0,17,0.022792968899011612,51.219372,5000498176
0,18,0.022089844569563866,51.086808,5000498176
1,1,0.024277344346046448,68.876368,7571717632
1,2,0.024160156026482582,68.849028,7571718144
1,3,0.024296874180436134,68.709821,7571718144
1,4,0.024101562798023224,68.701042,7571718144
1,5,0.024042969569563866,68.751506,7571718144
1,6,0.02402343787252903,68.734315,7571718144
1,7,0.024062499403953552,68.742486,7571718144
1,8,0.024140624329447746,68.813053,7571718144
1,9,0.024238280951976776,68.810540,7571718144
1,10,0.024199219420552254,68.755383,7571718144
1,11,0.024082031100988388,68.715146,7571718144
1,12,0.024062499403953552,68.866384,7571718144
1,13,0.024082031100988388,68.979313,7571718144
1,14,0.024082031100988388,68.874695,7571718144
1,15,0.024003906175494194,68.764312,7571718144
1,16,0.02402343787252903,68.905690,7571718144
1,17,0.024082031100988388,68.900502,7571718144
1,18,0.023984374478459358,68.828633,7571718144
1,19,0.024062499403953552,68.840762,7571718144
1,20,0.023984374478459358,68.855874,7571718144
1,21,0.024062499403953552,68.788423,7571718144
1,22,0.024042969569563866,68.696276,7571718144
1,23,0.02445312589406967,68.715931,7571718144
1,24,0.023984374478459358,68.795943,7571718144
1,25,0.024082031100988388,68.666555,7571718144
2,1,0.017216796055436134,22.114295,494708736
2,2,0.01728515699505806,22.131967,495016448
2,3,0.017119141295552254,22.114311,495449600
2,4,0.017314452677965164,22.126341,495077888
2,5,0.01688476651906967,22.234109,496494080
2,6,0.017333984375,22.124300,496647680
3,1,0.026132812723517418,40.950366,3082349056
3,2,0.026601562276482582,41.308410,3082349568
3,3,0.026503905653953552,41.256995,3082349568
3,4,0.026503905653953552,41.258041,3082349568
3,5,0.026445312425494194,41.217991,3082349568
3,6,0.026132812723517418,40.855072,3082349568
3,7,0.026191405951976776,41.069210,3082349568
3,8,0.026230469346046448,41.128238,3082349568
3,9,0.02695312537252903,41.091940,3082349568
3,10,0.026308594271540642,41.207169,3082349568
3,11,0.026347655802965164,41.236756,3082349568
3,12,0.026289062574505806,41.251941,3082349568
3,13,0.026308594271540642,41.244374,3082349568
3,14,0.02646484412252903,41.218504,3082349568
3,15,0.026210937649011612,41.226448,3082349568
4,1,0.015976563096046448,29.451683,1160432640
