sentence,position,eps,timing
0,1,0.010654296725988388,105.037478
0,2,0.011064453050494194,106.791488
0,3,0.012128906324505806,108.854717
0,4,0.011103515513241291,107.101613
0,5,0.011015624739229679,107.103617
0,6,0.011015624739229679,105.079855
0,7,0.011513671837747097,106.536492
0,8,0.010976562276482582,107.946972
0,9,0.011601562611758709,110.023508
0,10,0.010869140736758709,109.626756
0,11,0.01113281212747097,110.606374
0,12,0.011025390587747097,109.467050
0,13,0.011044922284781933,108.579895
0,14,0.011171874590218067,109.984982
0,15,0.010869140736758709,109.856198
0,16,0.011308593675494194,109.599113
0,17,0.011757812462747097,110.687052
0,18,0.010976562276482582,109.926075
1,1,0.007822265848517418,141.230515
1,2,0.007641601376235485,141.716306
1,3,0.007963866926729679,138.633814
1,4,0.008124999701976776,139.393850
1,5,0.007768554612994194,140.050765
1,6,0.00820312462747097,138.202912
1,7,0.007651367224752903,138.795966
1,8,0.00783691368997097,138.706541
1,9,0.008124999701976776,138.817429
1,10,0.007973632775247097,138.062931
1,11,0.0077148438431322575,137.972591
1,12,0.007719726767390966,139.175930
1,13,0.008442383259534836,139.358943
1,14,0.007734375074505806,139.088616
1,15,0.007744140457361937,139.960242
1,16,0.007968749850988388,139.673460
1,17,0.007841796614229679,138.677896
1,18,0.007758789230138063,138.696426
1,19,0.007861328311264515,139.637664
1,20,0.0079345703125,139.849237
1,21,0.007880859076976776,146.912620
1,22,0.008750000037252903,147.963784
1,23,0.007827148772776127,145.233083
1,24,0.007841796614229679,147.216218
1,25,0.007778320461511612,147.281460
2,1,0.00986328162252903,93.506864
2,2,0.009882812388241291,96.981151
2,3,0.00991210900247097,92.466801
2,4,0.009868163615465164,95.213164
2,5,0.010009765625,85.527402
2,6,0.009882812388241291,96.933124
3,1,0.013505859300494194,101.779145
3,2,0.013505859300494194,103.739278
3,3,0.013447266072034836,102.643099
3,4,0.013378906063735485,102.972882
3,5,0.013515625149011612,102.082774
3,6,0.013388671912252903,102.440707
3,7,0.01352539099752903,100.744585
3,8,0.013544921763241291,102.674508
3,9,0.013388671912252903,101.973549
3,10,0.01352539099752903,103.376519
3,11,0.013515625149011612,102.896405
3,12,0.013535155914723873,101.987100
3,13,0.013544921763241291,102.956868
3,14,0.013505859300494194,102.521311
3,15,0.013564453460276127,104.087460
4,1,0.011269531212747097,91.396665
4,2,0.010322265326976776,92.041823
4,3,0.011416015215218067,91.932116
4,4,0.010312500409781933,91.297673
4,7,0.009873046539723873,99.789920
4,8,0.010039062239229679,89.244039
4,9,0.009799804538488388,100.057901
4,10,0.010009765625,91.026112
5,1,0.013408202677965164,101.463313
5,2,0.013408202677965164,101.296830
5,3,0.013417968526482582,99.413113
5,6,0.013476562686264515,99.687858
5,7,0.013505859300494194,98.965454
5,8,0.013378906063735485,98.488137
5,9,0.013505859300494194,96.414268
5,10,0.013398437760770321,96.541153
5,11,0.013457030989229679,96.418670
5,12,0.013496093451976776,96.234018
5,13,0.013427734375,96.233214
5,14,0.013554687611758709,95.677416
6,3,0.011982422322034836,95.224169
6,11,0.011884765699505806,94.516783
6,12,0.012519530951976776,94.466329
6,13,0.012685546651482582,94.068520
6,14,0.01181640662252903,94.512896
7,3,0.00732421875,108.928316
7,6,0.0073828124441206455,108.459705
7,7,0.007294921670109034,108.000757
7,8,0.007373047061264515,107.690765
7,9,0.007373047061264515,108.267493
7,10,0.007719726767390966,108.496316
7,11,0.007319335825741291,109.197724
7,14,0.0073828124441206455,108.166273
7,15,0.007358398288488388,108.769834
7,16,0.007329101674258709,108.901124
8,3,0.00732421875,109.807664
8,6,0.0073828124441206455,108.887984
8,7,0.007294921670109034,109.613882
8,8,0.007373047061264515,108.668661
8,9,0.007373047061264515,108.562199
8,10,0.007719726767390966,109.168421
8,11,0.007319335825741291,109.142977
8,14,0.0073828124441206455,109.460762
8,15,0.007358398288488388,108.820397
8,16,0.007329101674258709,109.344418
9,1,0.012880858965218067,124.844443
9,2,0.012998047284781933,125.269513
9,3,0.012910156510770321,124.508786
9,4,0.012861328199505806,126.212303
9,5,0.012763671576976776,124.419184
9,6,0.012998047284781933,126.772750
9,7,0.012656250037252903,125.345852
9,8,0.012822265736758709,125.718955
9,9,0.012685546651482582,124.178148
9,10,0.013027343899011612,125.789797
9,11,0.012802734039723873,124.331277
9,12,0.012832031585276127,125.986158
9,13,0.012773437425494194,126.012593
9,14,0.012949218973517418,127.270406
9,15,0.012812499888241291,125.324421
9,16,0.012890624813735485,125.377965
9,17,0.013027343899011612,125.893863
9,20,0.0126953125,125.567394
