sentence,position,eps,timing
0,1,0.45124998688697815,23.095132
0,2,0.46406251192092896,23.041683
0,3,0.5115625262260437,23.204709
0,4,0.46937501430511475,23.401143
0,5,0.46687498688697815,23.265878
0,6,0.46687498688697815,23.268362
0,7,0.4859375059604645,23.348286
0,8,0.47749999165534973,23.345235
0,9,0.49687498807907104,23.495719
0,10,0.4703125059604645,23.614496
0,11,0.4728125035762787,23.601800
0,12,0.4650000035762787,23.428017
0,13,0.47218748927116394,22.933232
0,14,0.4712499976158142,22.966379
0,15,0.47718751430511475,23.012653
0,16,0.4868749976158142,22.868759
0,17,0.48531249165534973,22.842736
0,18,0.4762499928474426,23.350090
1,1,0.9018750190734863,24.796055
1,2,0.8962500095367432,25.120688
1,3,0.9012500047683716,25.118693
1,4,0.8968750238418579,24.796699
1,5,0.9087499976158142,25.114254
1,6,0.9193750023841858,25.432592
1,7,0.9275000095367432,25.029081
1,8,0.9150000214576721,25.783116
1,9,0.9231250286102295,24.910015
1,10,0.9143750071525574,25.463555
1,11,0.9131249785423279,25.415830
1,12,0.9131249785423279,25.821253
1,13,0.9268749952316284,25.300282
1,14,0.9131249785423279,25.961730
1,15,0.9206249713897705,25.151778
1,16,0.909375011920929,25.582908
1,17,0.9106249809265137,26.112660
1,18,0.9256250262260437,26.454260
1,19,0.9075000286102295,25.831055
1,20,0.9037500023841858,25.719570
1,21,0.9112499952316284,25.937061
1,22,0.9193750023841858,25.866104
1,23,0.8974999785423279,25.693035
1,24,0.9150000214576721,25.979744
1,25,0.9056249856948853,25.976345
2,1,0.1184374988079071,33.345700
2,2,0.11773437261581421,33.177972
2,3,0.11757812649011612,33.249263
2,4,0.12007812410593033,32.654449
2,5,0.11656250059604645,32.636722
2,6,0.12242187559604645,27.204649
3,1,0.4065625071525574,22.746088
3,2,0.41499999165534973,22.813367
3,3,0.4156250059604645,22.762273
3,4,0.41468751430511475,23.212801
3,5,0.41874998807907104,23.401595
3,6,0.40625,23.382646
3,7,0.42500001192092896,23.444055
3,8,0.42750000953674316,22.930467
3,9,0.41843751072883606,23.418436
3,10,0.42500001192092896,23.609670
3,11,0.41999998688697815,23.806710
3,12,0.42250001430511475,23.698012
3,13,0.42875000834465027,24.082094
3,14,0.4168750047683716,23.814094
3,15,0.4334374964237213,23.948943
4,1,0.34937500953674316,38.769787
4,2,0.3306249976158142,37.786332
4,3,0.3634375035762787,37.948781
4,4,0.3362500071525574,37.170085
4,7,0.33031249046325684,38.667550
4,8,0.3318749964237213,42.652154
4,9,0.3206250071525574,43.227333
4,10,0.33375000953674316,45.848614
5,1,0.15507812798023224,51.628966
5,2,0.15046875178813934,51.936458
5,3,0.15265625715255737,55.499867
5,6,0.15070313215255737,52.610239
5,7,0.15468749403953552,54.218896
5,8,0.1477343738079071,55.647822
5,9,0.15390625596046448,49.974847
5,10,0.15015624463558197,53.305023
5,11,0.15585938096046448,53.136248
5,12,0.15734374523162842,49.390158
5,13,0.14804688096046448,51.504807
5,14,0.15632812678813934,49.973505
6,3,0.30859375,36.756672
6,11,0.30546873807907104,36.085736
6,12,0.3199999928474426,35.147486
6,13,0.32374998927116394,39.311601
6,14,0.2965624928474426,42.084485
7,3,0.07070312649011612,29.730636
7,6,0.06988281011581421,30.042091
7,7,0.07468750327825546,30.165118
7,8,0.07539062201976776,30.173697
7,9,0.07292968779802322,29.659615
7,10,0.07035156339406967,29.886845
7,11,0.07476562261581421,30.511161
7,14,0.07289062440395355,30.419677
7,15,0.07406249642372131,30.427282
7,16,0.07410155981779099,30.404140
8,3,0.07070312649011612,30.427979
8,6,0.06988281011581421,30.576788
8,7,0.07468750327825546,30.676531
8,8,0.07539062201976776,30.794131
8,9,0.07292968779802322,30.841296
8,10,0.07035156339406967,30.858176
8,11,0.07476562261581421,30.627175
8,14,0.07289062440395355,31.027173
8,15,0.07406249642372131,30.320467
8,16,0.07410155981779099,30.987791
9,1,0.7631250023841858,25.970272
9,2,0.7543749809265137,26.002208
9,3,0.7493749856948853,25.992194
9,4,0.7631250023841858,26.008173
9,5,0.7631250023841858,26.326327
9,6,0.778124988079071,26.755198
9,7,0.7649999856948853,23.296036
9,8,0.7618749737739563,22.238020
9,9,0.7649999856948853,22.849989
9,10,0.7737500071525574,23.347121
9,11,0.7637500166893005,22.948947
9,12,0.7724999785423279,23.254335
9,13,0.7662500143051147,23.122113
9,14,0.7674999833106995,23.190322
9,15,0.7806249856948853,23.518900
9,16,0.7749999761581421,23.136531
9,17,0.7793750166893005,23.679202
9,20,0.765625,23.081084
