sentence,position,eps,timing
0,1,0.33375000953674316,29.336720
0,2,0.3462499976158142,29.032495
0,3,0.35718750953674316,29.177681
0,4,0.34593749046325684,29.480972
0,5,0.3453125059604645,29.353269
0,6,0.34562501311302185,28.538026
0,7,0.34687501192092896,28.363603
0,8,0.3440625071525574,28.236874
0,9,0.34812501072883606,28.608363
0,10,0.3425000011920929,28.070951
0,11,0.34437501430511475,28.097026
0,12,0.34281250834465027,28.186164
0,13,0.34593749046325684,27.707173
0,14,0.3440625071525574,27.655941
0,15,0.34156250953674316,27.596200
0,16,0.3503125011920929,27.582258
0,17,0.35062500834465027,27.885189
0,18,0.3440625071525574,27.988069
1,1,0.47312501072883606,36.997440
1,2,0.46781250834465027,37.561845
1,3,0.47343748807907104,37.041742
1,4,0.46968749165534973,37.087469
1,5,0.4637500047683716,37.028439
1,6,0.46937501430511475,37.447191
1,7,0.45625001192092896,36.787536
1,8,0.47187501192092896,36.849303
1,9,0.46312499046325684,36.616913
1,10,0.4703125059604645,36.617627
1,11,0.4662500023841858,37.023402
1,12,0.4724999964237213,37.446969
1,13,0.46781250834465027,37.104520
1,14,0.47187501192092896,37.028398
1,15,0.47062501311302185,36.960368
1,16,0.47093749046325684,36.585666
1,17,0.4728125035762787,36.559446
1,18,0.4596875011920929,36.523046
1,19,0.46937501430511475,36.688677
1,20,0.4703125059604645,36.265837
1,21,0.46937501430511475,36.499202
1,22,0.4593749940395355,36.532555
1,23,0.4793750047683716,36.179988
1,24,0.4671874940395355,35.746389
1,25,0.4715625047683716,35.541588
2,1,0.26468750834465027,22.619774
2,2,0.2681249976158142,22.497077
2,3,0.2668749988079071,22.179951
2,4,0.2654687464237213,22.272938
2,5,0.25859373807907104,22.226341
2,6,0.265625,22.327419
3,1,0.4153124988079071,24.596895
3,2,0.4325000047683716,24.435406
3,3,0.43031251430511475,24.486994
3,4,0.4293749928474426,24.469331
3,5,0.4309374988079071,24.433731
3,6,0.41062501072883606,24.544566
3,7,0.42625001072883606,24.541634
3,8,0.4271875023841858,24.946068
3,9,0.4468750059604645,24.890446
3,10,0.42500001192092896,24.823285
3,11,0.4246875047683716,25.063602
3,12,0.4284375011920929,24.496979
3,13,0.4284375011920929,25.042222
3,14,0.4271875023841858,24.936722
3,15,0.4281249940395355,24.355497
4,1,0.27781251072883606,23.503291
4,2,0.2735937535762787,23.731891
4,3,0.28718748688697815,23.947216
4,4,0.2720312476158142,23.914764
4,7,0.26656249165534973,23.601421
4,8,0.26890623569488525,23.965889
4,9,0.26468750834465027,23.899635
4,10,0.2692187428474426,23.519617
5,1,0.5328124761581421,23.984679
5,2,0.5293750166893005,23.911036
5,3,0.5309374928474426,23.819475
5,6,0.5212500095367432,23.701770
5,7,0.5278124809265137,23.567369
5,8,0.5081250071525574,23.600940
5,9,0.528124988079071,23.568865
5,10,0.5149999856948853,24.104643
5,11,0.5299999713897705,23.634983
5,12,0.5340625047683716,23.408982
5,13,0.5153124928474426,23.508536
5,14,0.526562511920929,23.315385
6,3,0.3675000071525574,24.073380
6,11,0.36531248688697815,23.853005
6,12,0.37031251192092896,23.889946
6,13,0.37281250953674316,24.151419
6,14,0.3646875023841858,24.101577
7,3,0.11640624701976776,30.224963
7,6,0.11609374731779099,30.116208
7,7,0.11578124761581421,29.677800
7,8,0.11625000089406967,30.441709
7,9,0.11695312708616257,29.909239
7,10,0.11695312708616257,29.840683
7,11,0.11695312708616257,30.161692
7,14,0.11695312708616257,29.554738
7,15,0.11578124761581421,29.927414
7,16,0.11671874672174454,29.963259
8,1,0.006718750111758709,33.838291
8,2,0.006586913950741291,33.383722
8,3,0.0065771485678851604,33.467452
8,4,0.0064501953311264515,35.001984
8,5,0.0064550782553851604,35.418273
8,6,0.006474609486758709,35.715777
8,7,0.006547851487994194,34.653510
8,12,0.006435547024011612,34.864100
9,3,0.11640624701976776,31.393928
9,6,0.11609374731779099,31.374224
9,7,0.11578124761581421,31.692086
9,8,0.11625000089406967,31.379087
9,9,0.11695312708616257,30.837498
9,10,0.11695312708616257,30.788727
9,11,0.11695312708616257,31.182132
9,14,0.11695312708616257,30.857612
9,15,0.11578124761581421,30.713049
9,16,0.11671874672174454,30.689875
