sentence,position,eps,timing
0,1,0.0023901367094367743,72.752049
0,2,0.0025756836403161287,71.607563
0,3,0.0026318358723074198,72.702841
0,4,0.0025732421781867743,72.086662
0,5,0.002541503868997097,72.713352
0,6,0.0024597167503088713,74.414979
0,7,0.0026171875651925802,74.952344
0,8,0.0024609374813735485,75.912306
0,9,0.00262451171875,76.113136
0,10,0.0024377440568059683,77.171221
0,11,0.002578125102445483,76.503873
0,12,0.002454834058880806,75.490418
0,13,0.0024694823659956455,73.241523
0,14,0.002585449256002903,73.202493
0,15,0.0024230957496911287,74.499568
0,16,0.002607421949505806,74.351705
0,17,0.0026269531808793545,74.843107
0,18,0.0024353028275072575,76.280708
1,1,0.005410156212747097,89.708839
1,2,0.005366210825741291,91.862321
1,3,0.0054296874441206455,92.924326
1,4,0.00537109375,97.590343
1,5,0.005366210825741291,86.453866
1,6,0.00537109375,87.599395
1,7,0.005336914211511612,88.920929
1,8,0.0053857420571148396,100.158548
1,9,0.005327148362994194,97.203852
1,10,0.0053906249813735485,107.981127
1,11,0.005366210825741291,104.581664
1,12,0.0053955079056322575,109.056588
1,13,0.005361327901482582,99.214164
1,14,0.005400390829890966,88.573781
1,15,0.0053857420571148396,90.707963
1,16,0.005366210825741291,86.041785
1,17,0.005410156212747097,89.063993
1,18,0.005336914211511612,95.133666
1,19,0.005375976674258709,113.176311
1,20,0.005375976674258709,94.259934
1,21,0.005375976674258709,113.682552
1,22,0.0053515625186264515,95.922500
1,23,0.005415039137005806,88.937657
1,24,0.005361327901482582,92.231590
1,25,0.005380859598517418,103.787638
2,1,0.0002929687616415322,119.468513
2,2,0.00029418946360237896,117.708534
2,3,0.000293731689453125,116.301998
2,4,0.0002902221749536693,112.811850
2,5,0.0002911376941483468,111.270067
2,6,0.0002883911074604839,102.765948
3,1,0.0007135009509511292,83.753399
3,2,0.0007141113164834678,87.686617
3,3,0.0007135009509511292,88.326477
3,4,0.0007104492397047579,88.550854
3,5,0.0007122802780941129,88.812714
3,6,0.0007098388741724193,87.387950
3,7,0.0007092285086400807,85.618975
3,8,0.0007110595470294356,86.282324
3,9,0.0007305908366106451,82.393198
3,10,0.0007086181431077421,81.535069
3,11,0.0007110595470294356,82.811829
3,12,0.0007098388741724193,83.943907
3,13,0.0007092285086400807,83.807976
3,14,0.0007086181431077421,83.939320
3,15,0.0007104492397047579,84.592836
4,1,0.0016540527576580644,165.935296
4,2,0.0016369628719985485,139.794913
4,3,0.0016650391044095159,147.491473
4,4,0.0016442871419712901,148.101225
4,7,0.0015209960984066129,145.349322
4,8,0.0015844726003706455,140.192421
4,9,0.0014978027902543545,138.087025
4,10,0.0015490722144022584,142.361464
5,1,0.00026031493325717747,195.155464
5,2,0.0002616882266011089,193.955405
5,3,0.0002612304815556854,195.018927
5,6,0.0002590942312963307,193.398731
5,7,0.00026031493325717747,203.299904
5,8,0.00026031493325717747,205.406223
5,9,0.0002586364862509072,221.744054
5,10,0.0002583313034847379,234.553698
5,11,0.0002606201160233468,234.193935
5,12,0.0002609252987895161,232.068964
5,13,0.00025848389486782253,208.373067
5,14,0.0002593994140625,213.176215
6,3,0.0007824706844985485,186.549405
6,11,0.0007800292805768549,187.188503
6,12,0.0007904052617959678,160.590015
6,13,0.0007879638578742743,151.550627
6,14,0.0007550048758275807,147.666302
7,3,0.0069775390438735485,90.869308
7,6,0.0069726561196148396,91.000449
7,7,0.0067773438058793545,80.043013
7,8,0.006987304892390966,80.593796
7,9,0.0068212891928851604,81.377354
7,10,0.0072998045943677425,82.375702
7,11,0.006840820424258709,83.042119
7,14,0.006865234579890966,84.376175
7,15,0.0067285154946148396,84.649083
7,16,0.0067724608816206455,85.833630
8,3,0.0069775390438735485,85.751406
8,6,0.0069726561196148396,85.844651
8,7,0.0067773438058793545,80.169683
8,8,0.006987304892390966,81.280952
8,9,0.0068212891928851604,81.995865
8,10,0.0072998045943677425,82.534262
8,11,0.006840820424258709,83.177170
8,14,0.006865234579890966,84.159928
8,15,0.0067285154946148396,87.468488
8,16,0.0067724608816206455,89.680430
9,1,0.0062500000931322575,95.473717
9,2,0.0062451171688735485,89.908494
9,3,0.0062890625558793545,85.701976
9,4,0.006806640420109034,86.402855
9,5,0.0062890625558793545,88.584490
9,6,0.0062402342446148396,89.902067
9,7,0.006308593787252903,90.639964
9,8,0.0067285154946148396,92.717330
9,9,0.006279296707361937,88.156562
9,10,0.006254883017390966,86.796536
9,11,0.006269531324505806,80.390378
9,12,0.006269531324505806,83.385846
9,13,0.006279296707361937,88.285094
9,14,0.006254883017390966,85.200584
9,15,0.0062841796316206455,86.334681
9,16,0.006274414248764515,86.218016
9,17,0.006215820088982582,90.873429
9,20,0.0062841796316206455,90.627593
