index,eps,timing,memory
0,0.20859375000000002,7.537088,655428096
1,0.21546875000000001,7.517723,655245312
2,0.218125,7.741260,655201792
3,0.19671875000000003,7.838782,655480320
4,0.19390625,7.860035,655236608
5,0.26953125,7.604223,654926848
6,0.2290625,7.614807,655384576
7,0.17343749999999997,7.699853,655671808
8,0.15804687500000003,8.351086,655506432
9,0.24015625,7.645230,655236608
10,0.20015625,7.654680,655022592
11,0.18875,7.705163,655553536
12,0.1878125,7.733638,655610880
13,0.13906250000000003,8.411019,655628288
14,0.19203125000000001,7.738117,655362048
15,0.184375,7.721802,655341056
16,0.255625,7.624868,654944256
17,0.184375,7.625906,655341056
18,0.26109375,7.998970,655367168
19,0.1715625,7.887435,655610880
20,0.20484375000000002,7.769091,655492608
21,0.1609375,7.753415,655553536
22,0.1821875,7.762506,655593472
23,0.24125,7.767053,655384576
24,0.239375,7.813356,655367168
25,0.29125,7.945101,655245312
26,0.1715625,7.811942,655610880
27,0.22749999999999998,7.754604,655210496
28,0.19734375,7.773223,655431680
29,0.1821875,8.066691,655558656
30,0.1715625,8.118236,655645696
31,0.171875,8.093255,655610880
32,0.16578124999999996,7.856084,655689216
33,0.1715625,7.941962,655610880
34,0.18875,8.063992,655553536
35,0.148515625,8.745855,655619584
36,0.09460937500000001,8.753340,655193088
37,0.2521875,8.069798,654984192
38,0.11609375,8.807193,655671808
39,0.133359375,8.900895,655636992
40,0.2859375,8.156395,655219200
41,0.20015625,8.300131,655022592
42,0.051484375,9.342174,655532544
43,0.19390625,7.944666,655236608
44,0.20218750000000002,8.502397,655584768
45,0.2859375,8.253051,655219200
46,0.1796875,8.181206,655280128
47,0.17234375,8.214551,655166976
48,0.181875,8.144696,655179264
49,0.17343749999999997,7.930321,655671808
50,0.15804687500000003,8.843406,655506432
51,0.190625,7.942813,655306240
52,0.1771875,7.969377,655593472
53,0.2025,8.213886,655576064
54,0.2521875,8.072778,654984192
55,0.080859375,8.634479,655341056
56,0.1715625,8.021626,655645696
57,0.11117187499999999,8.647636,655515136
58,0.22749999999999998,7.994678,655210496
59,0.17390624999999998,7.992150,655532544
60,0.2578125,8.231725,655153152
61,0.088671875,9.349775,655576064
62,0.17140624999999998,8.199811,655619584
63,0.16624999999999998,8.622044,655610880
64,0.15304687500000003,8.824705,655567360
65,0.239375,8.002747,655367168
66,0.20406250000000004,7.961781,655410688
67,0.2421875,8.585958,655384576
68,0.17234375,8.315809,655166976
69,0.15304687500000003,8.757377,655515136
70,0.09460937500000001,9.114208,655193088
71,0.26953125,8.252398,654926848
72,0.2290625,8.106826,655384576
73,0.25296875,8.027040,655210496
74,0.24015625,8.057199,655236608
75,0.2859375,8.252555,655219200
76,0.17015624999999998,8.313272,655501312
77,0.123984375,8.982816,655445504
78,0.2859375,8.245295,655219200
79,0.1715625,8.147996,655645696
80,0.20406250000000004,8.823390,655410688
81,0.133359375,9.213652,655636992
82,0.24125,8.514844,655384576
83,0.2859375,8.572809,655219200
84,0.1825,8.435945,655414272
85,0.255625,8.342017,654944256
86,0.051484375,9.687110,655532544
87,0.17234375,8.612206,655166976
88,0.17828124999999997,8.255271,655558656
89,0.20859375000000002,8.163098,655428096
90,0.09460937500000001,8.781514,655193088
91,0.15625000000000003,8.816240,655210496
92,0.15304687500000003,8.747015,655567360
93,0.17015624999999998,8.000370,655501312
94,0.23546874999999998,8.072617,655092224
95,0.088671875,8.725873,655576064
96,0.23546874999999998,8.194439,655092224
97,0.11320312499999999,9.125481,655628288
98,0.2521875,8.247180,654984192
99,0.22234374999999998,8.522281,655393280
